228	U88715	11/9/2019 12:46:02 PM	N8707 N21040 N20601 N25316 N8617 N15352 N3782 N17008 N28493 N1978 N21 N22360 N5968 N25891 N4750 N12941 N26853 N23730 N20730 N13198 N15425 N4858 N7337 N8922	N28459-0 N425-0 N4539-0 N6825-1 N7090-0 N8837-0 N17831-0 N11566-0 N18352-0 N3305-0 N17039-0 N7409-0 N16945-0 N13064-0 N18040-0 N824-0 N10647-0 N13518-0 N25591-0 N24150-0 N60-0 N21163-0 N20567-0 N21822-0 N27539-0 N19297-0 N10910-0 N11191-0 N942-0 N27424-0 N22139-0 N8988-0 N11581-0 N13224-0 N5329-0 N24816-0 N9651-0 N13094-0 N20341-0 N24805-0 N11207-0 N23817-0 N24955-0 N3751-0 N10582-0 N2916-0 N2770-0 N19948-0
229	U70330	11/13/2019 9:22:37 AM	N24319 N1268 N4202 N3076 N12807 N19248 N10583 N10962 N19723 N22537 N26009 N24270 N27633 N6498 N9138 N26025 N9177 N22055 N7292 N8449 N1723 N5762 N19611 N4688 N376 N18426 N5917 N21593 N15603 N9620 N14808 N19207 N15162 N44 N22195 N9045 N21470 N9078 N4362 N17099 N17640 N28178 N28178 N21666 N3103 N3853 N23160 N6262 N13286 N13601 N15106 N7865 N28025 N9814 N18912 N26428	N14088-0 N6399-0 N8506-0 N4894-0 N2864-0 N26552-0 N24351-0 N24147-0 N16385-0 N26803-0 N8187-0 N19088-0 N23029-0 N12729-0 N5558-0 N14127-0 N11440-0 N5309-0 N10769-0 N19854-0 N3870-0 N10074-0 N25419-1 N9645-0 N9950-0 N23470-0 N27077-0 N755-0 N28508-1 N5821-0 N21925-0 N707-0 N18407-0 N536-0 N25113-0 N8557-0 N8832-0 N24674-0 N21526-0
230	U46870	11/12/2019 10:32:36 AM	N3076 N68 N12394 N25457 N14074 N4862 N25316 N20953 N23660 N24917 N27976 N1030 N23045 N16101 N21095 N14065 N24245 N27591 N22852 N4381 N6062 N5612 N21245 N20343	N12770-1 N1248-0 N26273-0 N13649-0
231	U7992	11/11/2019 7:02:49 PM	N11065 N177 N4411 N22711 N20394 N24654 N15695 N10814 N11680 N25975 N3087 N26628 N9764 N1434 N12063	N16740-0 N3600-0 N27294-0 N18835-0 N3039-0 N14832-1 N24833-0 N7863-0 N24960-0 N23940-0 N20122-0 N3033-0 N3149-0 N23596-0
232	U74803	11/9/2019 12:22:18 PM	N12936 N24319 N20029 N1193 N19377 N11107 N11036 N3687 N27245 N1053 N1616 N3412 N1724 N11723 N25457 N22577 N14189 N22645 N5008 N26437 N7174 N27124 N15103 N19949 N24425 N5123 N25857 N14863 N14809 N2326 N15585 N19239 N17200 N11061 N332 N6245 N6022 N18187 N25255 N7989 N27508 N20854 N28139 N20424 N20755 N24505 N23452 N21977 N26309 N2219 N9192 N9336 N11151 N4812 N4518 N25823 N15832 N23916 N225 N7987 N17039 N10231 N21569 N1313 N3800	N25501-0 N3751-0 N22915-0 N425-0 N19770-0 N19948-0 N11566-1 N18165-0 N18040-0 N6825-0 N27422-0 N5329-1 N20287-0 N9651-1 N28134-0 N20341-0 N15252-1 N7409-0 N17202-0 N13518-0 N3244-0 N7733-0 N16169-0 N4905-0 N8256-0 N1327-0 N17039-0 N4157-0 N27424-0 N6940-0 N24186-0 N4977-0 N147-0 N26672-0 N24327-0 N10607-0 N10647-0 N3305-0 N21328-0 N13094-0 N9764-0 N15789-0 N10582-0 N26428-0 N9497-0 N25484-0 N9524-0 N18233-0 N13931-0 N185-0 N28459-0 N8837-0 N19583-0 N12313-0 N16474-0 N10328-0 N19105-0 N4539-0 N10910-0 N10552-0 N7090-0 N17674-0 N13064-0 N25339-0 N19297-0 N17831-0 N21163-0 N4441-0 N4338-0 N24062-1 N5805-0 N20567-0 N24955-0 N1636-0 N11634-0 N13890-0 N824-0 N19681-0 N2916-0 N28277-0 N21822-0 N18352-0 N27539-0 N8910-0 N15648-0 N1652-0 N4670-0 N9781-0 N24816-0 N27910-0 N25012-0 N2770-0 N12467-0 N22756-0
233	U76118	11/12/2019 2:28:59 PM	N9969 N17490 N17540 N13953 N23138 N23691 N5822 N11036 N11889 N6809 N14814 N18713 N13543 N7795 N11065 N15072 N13319 N26030 N8619 N21204 N20089 N16678 N20953 N26009 N16507 N11061 N25876 N5629 N18468 N4669 N28133 N20854 N10338 N21309 N28501 N274 N24218 N14452 N9078 N14718 N28296 N24903 N17522 N28074 N20825 N17235 N18620 N28324 N24851 N7987 N13271 N20803 N18517 N17774 N24746 N24306 N659 N10261	N3359-0 N13697-0 N9399-0 N437-0 N21430-0 N20920-0 N12770-1 N1132-0 N26273-0 N21988-0 N20261-0 N2369-0
234	U42047	11/11/2019 1:28:56 PM	N24319 N2456 N8277 N7941 N15017 N10905 N1167 N3947 N21385 N21384 N4827 N3023 N8217 N27052 N12339 N25457 N16699 N14593 N11839 N20833 N24774 N5203 N9725 N5511 N6091 N3531 N13150 N9177 N11061 N7053 N9605 N2432 N7350 N1663 N18136 N5892 N18067 N10977 N21133 N11470 N24851 N17483 N27584 N2592 N26964 N12558 N24119	N18390-0 N23967-1
235	U87145	11/13/2019 8:18:27 AM	N1188 N10905 N12394 N17511 N16386 N2620 N7679 N25316 N15589 N13857 N20865 N10989 N9483 N13944 N11583 N8067 N2079 N8940 N28296 N2094 N18488 N17213 N425 N16639 N23231 N21545 N886	N8545-0 N27077-0 N26803-0 N5821-0 N14777-0 N2974-1 N24718-0 N21000-0 N21807-0 N23470-0 N5309-0
236	U80193	11/12/2019 2:20:13 PM	N15448 N7216 N27420 N5603 N964 N27627 N4897 N964 N3947 N5198 N7395 N17623 N1474 N17128 N26569 N17944 N11065 N21816 N5339 N11342 N14764 N21717 N27167 N4090 N848 N17124 N28019 N28159 N6958 N7595 N17008 N10583 N19723 N19173 N12016 N7534 N19670 N18260 N22976 N17487 N3718 N2432 N21223 N13944 N7390 N14498 N16518 N2706 N18543 N12356 N14177 N3525 N12648 N18195 N8714 N1030 N20854 N13700 N603 N20045 N8589 N156 N351 N8741 N26672 N19062 N20343 N6152 N4199 N4839 N15247 N26679 N20209 N22860 N16474 N22860 N26430	N9399-0 N3359-0 N13939-0 N21988-0 N12770-0 N20261-0 N1157-0 N437-0 N1132-0 N26273-1 N19914-0 N13697-0 N20920-0
237	U48514	11/13/2019 4:36:52 AM	N11621 N22133 N3163 N23655 N28159 N9108 N5057 N26417 N6241 N16384 N21487 N11583 N10102 N23674 N27384 N7296 N24431 N16163 N16427 N8067 N16427 N23769 N13520 N21715 N12558 N15084 N1598 N5740	N15930-0 N21807-0 N11794-1 N27077-0 N18101-0 N2709-0 N17102-0 N16385-0 N12709-0 N209-0 N13824-0 N10767-0 N10074-0 N12252-0 N25542-0 N4460-0 N21199-0 N2974-0 N15959-0 N21000-0 N1968-0 N14777-0 N24908-0 N14127-0
238	U45213	11/13/2019 7:20:55 AM	N21968 N8190 N12364 N13543 N10593 N28589 N15460 N11780 N3412 N13565 N16699 N13565 N6644 N18759 N19117 N15036 N4035 N4090 N11283 N4617 N7834 N6122 N13943 N17008 N2995 N12038 N9631 N8582 N6634 N12107 N7350 N19724 N23674 N19342 N11791 N17335 N25891 N22908 N8573 N18024 N9151 N20424 N6197 N19143 N10917 N26853 N2079 N27494 N14579 N12463 N9303 N27230 N10972 N7198 N24040 N15344 N20803 N14545 N12558 N1104 N21328 N10231 N23620 N24119 N6641 N27910	N18101-0 N16821-0 N27440-0 N23029-0 N10074-0 N1968-0 N13257-0 N12709-0 N9884-0 N13862-1 N23470-0 N4460-0 N27077-0 N21807-0 N13634-0 N24718-0 N341-0 N21000-0 N5320-0 N5309-0 N5821-0 N16385-0 N25419-0 N11567-0 N25091-0 N20702-0 N16181-0 N26284-0 N6452-0 N8545-0 N19196-0 N11442-0 N26803-0 N4566-0 N12167-0 N2974-0 N10767-0 N18943-0 N27428-0 N14777-0
239	U2153	11/13/2019 6:15:06 AM	N8262 N19474 N3076 N11316 N7689 N15754 N27209 N19328 N11065 N11342 N24720 N16487 N12917 N3763 N17060 N23651 N28159 N11640 N129 N17008 N14866 N28008 N2406 N7412 N18822 N20437 N19195 N17674 N14682 N24505 N22266 N44 N26853 N15154 N9551 N24107 N4381 N6661 N5612 N5805 N24440 N27422 N27910	N1968-0 N14777-0 N20702-0 N5309-0 N2974-0 N5821-0 N27172-0 N4460-1 N23470-0 N10074-0 N15959-0 N16385-0 N12252-0 N25163-0 N27077-0 N11440-0 N26803-0 N21807-0 N5083-0 N18101-0 N15852-0 N10767-0 N21000-0 N28311-0
240	U87270	11/12/2019 2:40:02 PM	N3076 N20266 N26459 N1884 N22427 N11723 N10006 N2783 N3847 N17944 N25457 N22980 N16699 N14189 N13565 N26330 N22024 N27610 N5502 N27206 N20911 N21734 N215 N21816 N20903 N19338 N25232 N22711 N19531 N20953 N23993 N4215 N10933 N5115 N25187 N23739 N13671 N24774 N18395 N13024 N27700 N578 N10034 N15633 N12871 N20081 N15585 N8014 N21531 N15336 N6436 N25455 N14828 N6122 N18802 N18930 N27013 N21627 N10069 N21814 N20278 N266 N22599 N7834 N17607 N11625 N10100 N14297 N27165 N28409 N10848 N22668 N17425 N16121 N9177 N20580 N2305 N15877 N14103 N2313 N2706 N26676 N18426 N6793 N5969 N19143 N14649 N24505 N25451 N28155 N12941 N25510 N6197 N21500 N14872 N20886 N16101 N19213 N19446 N21263 N27591 N23948 N17446 N2624 N25437 N4381 N24626 N19667 N2946 N26588 N25170 N13477 N425 N2963 N15106 N12558 N7255 N25554 N20753 N14399 N9814 N24746 N14201 N10541 N24306 N20146 N9524 N3011 N2468 N27910	N16013-0 N16008-0 N4074-0 N11395-0 N7036-0 N2938-0 N20920-0 N11416-0 N26549-0 N21430-0 N17223-0 N4137-0 N18064-0 N6937-0 N16152-0 N5827-0 N24301-0 N24877-0 N8251-0 N3065-0 N3128-0 N28135-0 N8342-0 N1058-0 N25159-0 N7566-0 N18215-0 N2525-0 N23604-0 N20261-0 N7288-0 N18914-0 N9399-0 N3050-1 N17238-0 N20122-0 N437-0 N13697-0 N16451-0 N2177-0 N15942-0 N17384-0 N12516-0 N1132-0 N2665-0 N18057-0 N20780-0 N3867-0 N10729-0 N19914-0 N294-0 N21988-0 N5823-0 N10861-0 N2463-0 N22725-0 N16385-0 N14237-0 N24870-0 N7995-0 N13390-0 N13649-0 N1157-0 N18659-0 N3359-0 N4073-0 N21202-0 N9781-0 N13732-0 N21469-0 N12770-0 N26273-0 N2299-0 N9480-0 N12287-0 N10502-0 N22078-0
241	U77917	11/13/2019 8:39:14 AM	N10387 N28267 N5505 N24988 N27047 N9934 N21501 N11915 N10142 N26985 N6999 N28190 N21605 N25455 N13063 N4958 N18314 N3052 N28409 N17674 N6111 N13191 N15356 N4355 N18768 N19123 N17441 N5640 N15455 N28477 N20663 N14271 N425 N2238 N968 N16161 N25810 N2592 N6152 N9439 N27712	N10074-0 N17766-0 N13931-0 N19375-0 N9749-0 N23029-0 N3526-0 N27077-0 N21830-0 N11296-0 N2974-0 N12564-0 N24718-1 N21462-0 N11011-0 N341-0 N25091-0 N8740-0 N23470-0 N16817-0 N17198-0 N16081-0 N8545-0 N10400-0 N932-0 N12167-0 N26135-0 N4022-0 N16385-0 N1968-0 N28361-0 N25607-0 N26803-0 N16008-0 N7519-0 N20702-0 N24674-0 N21240-0 N18403-0 N4460-0 N5309-0 N21000-0 N27116-0 N26284-0 N1685-0 N10767-0 N13390-0 N10729-0 N18101-0 N14777-0 N2299-0 N1248-0 N28590-0
242	U74915	11/13/2019 11:08:54 PM	N25589 N6538 N9763 N20477 N5294 N19136 N12215 N6183 N7086 N10832 N10283 N24141 N19246 N13961 N20847 N21112 N14688 N6184 N25934 N19169 N22305 N10538 N21980 N3604 N27883 N7214 N6436 N11456 N7755 N15044 N3774 N10288 N1097 N10836 N8764 N13344 N11647 N24938 N16848 N3809 N6739 N26428 N7017	N19580-0 N22995-0 N25280-0 N22078-0 N13254-0 N17217-0 N16117-0 N1157-0 N1028-0 N23067-0 N11158-1 N13957-0 N18863-0 N3636-0 N14472-0 N24373-0 N24257-0 N25542-0 N5343-0 N5788-0 N2172-0 N17743-0 N4866-0 N23277-0 N2288-0 N761-0 N25671-0 N22326-0 N14728-0 N26688-0 N2270-0 N24231-0 N8771-0 N20741-0 N11442-0 N21521-1 N12974-0 N23663-0 N14947-0 N15689-0 N12954-0 N24729-0 N22396-0 N9058-0 N25597-0 N24992-0 N16081-0 N1685-0 N21731-0 N5479-0 N17907-0 N24351-0 N1570-0 N26515-0 N12709-0 N25319-0 N21771-0 N1958-0 N23180-0 N8980-0 N11324-0 N6816-0 N10769-0 N7871-0 N7438-0 N3326-0
243	U26637	11/12/2019 6:43:06 PM	N8544 N9969 N21607 N12010 N27420 N4202 N68 N3076 N22075 N7795 N1053 N25457 N15072 N26330 N20909 N22024 N14074 N26708 N26393 N155 N21816 N23493 N5775 N25996 N17861 N2801 N24141 N10257 N27405 N20388 N23739 N27700 N24077 N13819 N6436 N27995 N8678 N21627 N2835 N17008 N3531 N11937 N5298 N17502 N16505 N15356 N26676 N13503 N3087 N2427 N10917 N12563 N9078 N10362 N12667 N6552 N10066 N18046 N10704 N11315 N10746 N7424 N2094 N27591 N25054 N19853 N9583 N14715 N22408 N6062 N13996 N1393 N2207 N17522 N26302 N26176 N27306 N3809 N8977 N10000 N24119 N20753	N3359-0 N5617-0 N13097-0 N21731-0 N18914-0 N1572-1 N209-0 N25542-0 N21430-0 N28171-0 N1157-0 N25843-0 N9480-0 N26258-0 N2016-0 N8506-0 N16385-0 N13939-0 N4074-0 N27907-0 N5085-0 N20261-0 N8078-0
244	U62800	11/14/2019 4:33:39 AM	N11876 N14768 N9001 N2432 N20921 N4864 N20551 N17579 N1435 N19444 N22412 N26449 N6117 N27342 N28215 N26563 N4950 N16872 N24769	N23543-0 N341-0 N10152-0 N26688-0 N25897-0 N25345-0 N8948-0 N21016-0 N11489-0 N9954-0 N23999-0 N17978-0 N25155-0 N2766-0 N7961-0 N5605-0 N15421-0 N23010-1 N19149-0 N17138-0 N10821-0 N13957-0 N25311-0 N4738-0 N17389-0 N23487-0 N18809-0 N14559-0 N2185-0 N7744-0 N23783-0 N23137-0 N796-0 N15885-0 N22379-0 N13247-0 N4803-0 N6726-0 N25182-0 N14797-0 N27235-0 N2214-0 N3869-0 N9556-0 N11158-0 N26998-0 N17907-0 N8654-0 N13254-0 N15605-0 N8802-0 N17492-0 N28284-0 N15565-0 N22937-0 N3228-0
245	U12611	11/14/2019 3:29:57 PM	N3269 N12237 N4202 N13643 N26668 N11723 N3460 N594 N3463 N9177 N390 N8067 N23750 N4726 N9699 N20391 N2079 N16724 N19062 N10647	N13497-0 N20025-0 N7139-0 N26548-1 N9930-0 N6011-0 N17621-0 N6505-0 N21159-0
246	U36457	11/13/2019 1:41:43 PM	N17128 N26569 N6695 N18086 N8238 N21365 N26058 N7015 N25457 N1986 N11009 N27610 N18570 N24658 N8619 N6644 N19164 N17985 N8909 N25681 N5915 N18336 N27811 N23640 N4691 N25795 N215 N624 N23600 N11342 N25316 N27103 N494 N8908 N10207 N15422 N12078 N16486 N21816 N8617 N16573 N11295 N16573 N14340 N19292 N11512 N7302 N21356 N4617 N23568 N6122 N22262 N22599 N9417 N18623 N23399 N20077 N4164 N3531 N14604 N26544 N11625 N17008 N17434 N16987 N7521 N16006 N545 N21502 N7412 N9797 N7614 N17468 N2083 N2137 N4221 N12643 N24805 N12643 N9140 N11581 N10231 N20753 N4246 N14201 N8876 N10151 N24119 N2468	N9410-0 N28587-0 N18531-0 N3710-0 N21857-0 N11438-1 N16079-0 N26284-0 N21223-0 N12167-0 N23540-0 N25591-0 N9817-0 N21981-0 N4310-0 N10196-0 N20005-0 N2755-0 N24231-0 N11567-0 N23627-0 N27077-0 N13534-0 N28044-0 N24298-0 N17842-0 N8173-0 N17301-0 N27860-0 N11071-0 N19191-0 N27907-0 N25319-0 N27869-0 N6816-0 N536-0 N8816-0 N16337-0 N24351-0 N14130-0 N4570-0 N23029-0 N8545-0 N23842-0 N9950-0 N20290-0 N6296-1 N27355-0 N4948-0 N18529-0 N28449-0 N5846-0 N12903-0
247	U77061	11/12/2019 10:41:21 AM	N5010 N15895 N27249 N2354 N13700 N639 N2242 N14065 N6291	N13697-1 N12352-0 N6989-0 N1157-0 N8251-0
248	U59339	11/14/2019 3:49:58 PM	N25807 N7278 N19487 N10762 N23242 N27627 N11985 N4758 N7278 N9958 N23242 N9958 N4598 N14593 N12511 N7278 N16844 N4285 N28159 N4285 N2763 N26009 N14781 N18357 N10583 N1646 N15020 N14065 N17099 N27891 N17446 N8741 N11938 N26072	N6505-0 N1202-0 N14499-1 N14490-0 N13497-0 N17621-0 N22216-0 N26548-0 N21159-1 N20025-0 N6011-0
249	U81272	11/12/2019 7:52:04 AM	N11723 N2006 N643 N16136 N16684 N11300 N25232 N21281 N20953 N4090 N848 N578 N19239 N24484 N6122 N5912 N10869 N22599 N8925 N2432 N5765 N16507 N332 N17674 N25362 N11978 N17255 N15877 N23674 N21050 N4750 N21593 N20424 N11636 N20391 N1360 N14922 N14026 N17579 N16836 N2998 N3790 N25823 N28597 N27591 N17446 N22236 N2476 N7142 N27046 N109 N9841 N25957 N1736 N10972 N4381 N13890 N14041 N24851 N18586 N21491 N25383 N11194	N7911-0 N26289-1 N23369-0 N294-0 N28264-0 N15885-0 N2467-1 N13649-1 N16945-0 N23011-0 N15623-0 N27334-0 N16370-0 N21101-0 N8979-0 N12245-0 N10118-0 N19695-1 N9310-0 N10609-0 N14237-1 N13404-0 N15901-0 N24296-0 N8562-0 N22286-0 N5051-0 N24445-0 N4415-1 N6484-0 N22163-0 N22521-0 N21784-0 N12981-0 N25787-0 N25333-0 N3529-0 N26313-0 N5318-0 N15852-0 N25629-0 N23491-0 N18924-0 N18902-0 N3301-0 N5305-0 N6937-0 N11494-0 N19049-0 N25927-0 N17039-0 N3065-0 N8837-0 N18144-0 N18489-0 N19549-0 N10589-0 N4187-0 N15989-0 N26651-1 N26057-0 N12200-0 N15043-0 N11202-0 N676-0 N255-0 N26154-0 N5692-0 N13224-0 N19156-0 N5347-0 N21469-0 N26113-0 N1132-1 N16008-0 N7180-0 N13228-1 N11286-0 N28002-0 N24984-0 N24649-0 N14108-0 N17545-0 N10068-0 N13580-0 N4795-0 N9966-0 N16002-0 N13390-0 N24877-0 N4677-0
250	U24085	11/14/2019 12:22:29 PM	N14540 N23922 N9969 N21438 N13709 N14929 N1098 N10730 N24628 N7164 N21395 N22777 N2405 N28465 N15593 N15913 N27015 N20330 N4867 N3728 N18544 N15044 N26502 N25272 N13700 N20950 N25823 N24178 N23160 N6954 N19326 N12558	N27776-0 N15163-0 N6945-0 N11446-0 N21146-0 N17492-0 N27260-1 N20050-0 N4627-0 N12659-0
251	U47682	11/14/2019 12:32:00 PM	N244 N7003 N12515 N21816 N14381 N24141 N910 N23497 N8668 N15597 N25455 N13631 N4477 N18990 N17579 N14459 N8206 N10545 N2433 N985 N20726 N15154 N21133 N10746 N19742 N10079 N16041 N16440 N27735 N15252	N11575-0 N6503-0 N13116-0 N3869-0 N3004-0 N9460-0 N25418-0 N26998-0 N622-0 N13557-0 N21391-0 N6945-0 N18106-0 N26548-0 N22216-0 N10821-0 N16085-0 N22677-0 N9870-0 N13552-0 N6889-0 N25897-0 N13316-0 N11446-0 N25311-0 N3550-0 N18892-0 N12833-0 N11158-0 N6505-0 N5830-0 N16348-0 N18375-0 N4247-1 N3862-0 N24047-0 N13667-0 N15467-0
252	U18721	11/10/2019 7:16:41 AM	N20286 N21379 N19258 N18996 N19713 N24202 N13890 N8977 N3325 N25619	N15047-0 N20410-0 N8637-0 N20587-0 N22660-0 N23717-0 N20412-0 N15252-0 N13409-0 N12231-0 N18867-0 N3768-0 N18018-0 N14424-0 N27910-0 N10647-0 N9135-0 N14044-0 N3402-0 N26154-1 N21462-0 N15417-0 N21131-0 N6081-0 N13567-0 N26620-0 N19334-0 N27597-0 N17202-0 N8837-0 N25538-0 N27038-0 N794-0 N18233-0 N24913-0 N17039-0 N24955-0 N14491-0 N16270-0 N24172-0 N23962-0 N4063-0 N27144-0 N19105-0 N15037-0 N13576-0 N12467-0 N18483-0 N16622-0 N26925-0 N5651-0 N27-0 N21453-0 N17272-0 N20299-0 N12120-0 N19146-0 N20166-0 N24332-0 N14352-0 N2342-0 N28470-0 N25156-0 N21769-0 N22614-0 N3325-0 N4970-0 N26102-0 N22091-0 N267-0 N20820-0 N25308-0 N16797-0 N26991-0 N24860-0 N7002-0 N18110-0 N16945-0 N6872-0 N8256-0 N16319-0 N27712-0 N13470-0 N5347-0 N10178-0 N6825-0 N23293-0 N8257-0 N16689-0 N18291-0 N431-0 N10232-0 N24699-0 N8988-0 N2007-0 N4951-0 N28277-0 N27654-0 N13232-0 N24762-0 N20573-0 N6819-0 N12610-0 N15220-0 N6642-0 N12678-0 N13094-0 N25339-0 N6268-0 N23160-0 N1327-0 N26428-0
253	U335	11/14/2019 5:19:01 PM	N19377 N23742 N21894 N2456 N17973 N7481 N27075 N10752 N10711 N14743 N7795 N28442 N26723 N8354 N14154 N14546 N1984 N19917 N9802 N691 N17318 N22967 N11254 N24829 N603 N13700 N2158 N6768 N23212 N14065 N1837 N21768 N16533 N4661 N6426 N7255 N9746	N27536-0 N13813-0 N2071-0 N15802-0 N22216-0 N19316-0 N3119-0 N13390-0 N25523-0 N20025-1 N9992-0 N14942-0 N16828-0 N1496-0 N9809-0 N8948-0 N5579-0 N9930-0 N6505-0 N27918-0 N14490-0 N14499-0 N10240-0 N22931-0 N26479-0 N11158-0 N12257-0 N9663-0 N23894-0 N4378-0 N21159-0 N18773-0 N22289-0 N12020-0 N13497-0 N21081-0 N20322-0 N14456-0 N622-0 N2494-0 N21514-0 N9621-0 N3309-0 N3368-0 N24744-0 N28422-0 N2740-0 N23001-0 N20056-0 N15201-0 N10985-0 N11489-0 N6304-0 N18469-0 N13309-0 N17621-0 N20712-0 N7452-0 N14010-0 N13316-0 N25644-0 N20105-0 N13282-0 N18400-0 N4372-0 N5390-0 N19165-0 N7932-0 N27223-0 N8503-0 N6777-0 N7153-0 N12833-0 N19629-0 N13474-0 N21215-0 N1202-0 N26720-0 N16974-0 N27172-0 N253-0 N17998-0 N24064-0 N10821-0 N23982-0 N13254-0 N21391-0 N7447-0 N19406-0 N28058-0 N27403-0 N4298-0 N20375-0 N18368-0 N3877-0 N15163-0 N7139-0 N17171-0 N23067-0 N28284-0 N24091-0 N6427-0 N6011-0 N6945-0 N12659-0 N14605-0 N17424-0 N26149-0 N8849-0 N22379-0 N17756-0 N17015-0 N6221-0 N20887-0 N18073-0 N23029-0 N17138-0
254	U10133	11/9/2019 10:55:24 AM	N7611 N16638 N7026 N6122 N12919 N13025 N5399 N15807 N13348 N9177 N1723 N20649 N18082 N19280 N15573 N14808 N15821 N6048 N8737 N603 N9748 N2245 N8291 N10972 N11103 N25012 N5170	N27910-0 N17831-0 N2770-0 N8256-0 N1652-0 N20187-0 N10607-0 N19229-0 N25035-0 N1327-0 N20466-0 N14695-0 N15252-0 N14445-0 N425-0 N7022-0 N12176-0 N9524-0 N8337-0 N13876-0 N16008-0 N24816-1 N10647-0 N5045-0 N8128-0 N9781-0 N5675-0 N12467-0 N22915-0 N7065-0 N6739-0 N19105-0 N16945-0 N3036-0 N4539-0 N147-0 N24521-0 N15789-0 N4977-0 N19583-0 N28297-0 N19964-0 N1636-0 N19095-0 N13890-0 N843-0 N25339-0 N28459-0 N5651-0 N6825-0 N7733-0 N3768-1 N24095-0 N305-0 N824-0 N185-0 N12654-0 N2916-0 N24062-0 N11191-0 N7090-0 N20451-0 N17763-0 N1357-0 N23265-0 N9497-0 N18867-0 N6940-0 N10582-0 N27539-0 N3305-0 N13094-0 N25012-0 N16169-0 N8583-0 N10643-0 N11207-1 N11566-0 N21328-0 N24327-0 N10821-0 N28034-0 N17039-0 N20567-0 N26672-0 N10552-0 N9190-0 N27788-0 N1791-0
255	U43711	11/12/2019 1:36:45 PM	N3076 N21933 N25996 N23035 N16300 N13380 N24461 N25262 N6191 N22730 N27585 N20400 N6206 N20621	N4415-0 N24780-0 N26273-0 N10861-0 N16152-0 N13089-0 N9480-0 N24649-0 N7995-0 N24973-0 N19418-0 N8251-0 N18403-0 N10992-0 N8367-0 N27033-0 N11286-0 N14118-0 N3990-0 N9310-0 N13390-0 N15785-0 N13697-0 N825-0 N12323-0 N3263-0 N12770-0 N4073-0 N18659-0 N21430-0 N19695-0 N24446-0 N20133-0 N4634-0 N22078-0 N6937-0 N16451-0 N15043-0 N7448-0 N21830-0 N19376-0 N21784-0 N27581-0 N13649-0 N3180-0 N16861-0 N16337-0 N16787-0 N12474-0 N17278-0 N2369-0 N1248-1 N3359-0 N2177-0 N18215-0 N18172-0 N21988-0 N18850-0 N4137-0 N27291-0 N4187-0 N24877-0 N1132-0 N17105-0 N16832-0 N3065-0 N12023-0 N3050-0 N7222-0 N26549-0 N18914-0 N654-0 N437-0 N24870-0 N16013-0 N16855-0 N19156-0 N5305-0 N2299-0 N10118-0 N8342-0 N5558-0 N509-0
256	U32895	11/13/2019 10:25:15 AM	N17512 N11195 N20293 N12736 N11621 N10447 N5295 N25989 N25549 N1376 N23601 N12773 N1376 N7834 N1953 N10583 N16208 N1376 N28015 N21682 N26305 N13336 N12506 N13996 N12094 N5612 N11938 N6772 N11648 N4326 N18661	N21223-0 N27077-0 N24718-0 N19088-0 N11139-0 N26803-0 N9749-1 N5309-1 N12742-0 N23470-0 N18943-0 N21665-0 N707-0 N8545-0 N21526-0 N6452-0 N11440-0 N14088-0 N11377-0 N10729-0 N536-0 N16540-0 N23543-0 N4541-0 N24147-0 N23842-0
257	U12239	11/11/2019 9:36:37 AM	N4513 N11987 N13953 N16681 N5748 N22606 N12157 N17470 N1758 N11723 N22567 N15366 N2006 N28490 N7502 N4144 N19089 N15397 N6313 N25398 N21091 N25702 N12757 N18933 N11991 N2183 N948 N2067 N10775 N10358 N11136 N28006 N12717 N552 N14636 N13120 N25632 N20501 N7850 N14149 N21120 N12667 N1105 N19057 N16505 N25207 N15044 N19736 N3785 N6843 N6106 N7380 N10455 N17579 N13446 N1723 N1738 N12914 N27598 N22883 N7260 N12316 N22342 N3568 N16916 N4804 N21602 N27230 N18652 N6457 N8763 N5697 N25547 N23921 N25239 N28419 N22733	N21602-0 N19567-0 N7090-0 N4008-0 N13359-0 N23287-0 N13224-0 N1958-0 N5692-0 N26156-0 N25787-0 N10378-0 N21335-0 N19954-0 N13841-0 N14597-1 N12610-0 N20823-0 N27774-0 N843-0 N2004-0 N5986-0 N11538-0 N22882-0 N4937-0 N18261-0
258	U29817	11/14/2019 1:14:42 PM	N20266 N4729 N9833 N14297 N22908 N24461 N9123 N17579 N16993 N17006 N21345 N14026 N10917 N20210 N8940 N6048 N10917 N25141 N2361 N9699 N5802 N14016 N15247 N21388 N6828 N24751 N19250 N14041 N25811 N2137 N20209 N5329 N21432 N25670 N1313 N4951 N1313 N5170 N4246	N11575-0 N21159-0 N28404-0 N13422-0 N23982-0 N25418-0 N13552-1 N13463-0 N22216-0 N11790-0 N26548-0
